./repeated_conditionals 400000000 > /dev/null,49,30.5158,12.6756,53.1071,673.1668,286.3596
./repeated_conditionals 400000000 > /dev/null,stats,219.2489,199.1573,286.3596,399.2864
./self_assignement 1000000000 > /dev/null,0,30.5357,9.4942,52.3495,497.0151,207.1041
./self_assignement 1000000000 > /dev/null,1,30.5357,9.4809,53.0004,502.4900,212.9853
./self_assignement 1000000000 > /dev/null,2,30.5357,9.5070,53.0665,504.5054,214.2018
./self_assignement 1000000000 > /dev/null,3,30.5357,9.4884,53.1739,504.5332,214.8001
./self_assignement 1000000000 > /dev/null,4,30.5357,9.4951,53.0587,503.7966,213.8584
./self_assignement 1000000000 > /dev/null,5,30.5357,9.4862,53.1936,504.6075,214.9388
./self_assignement 1000000000 > /dev/null,6,30.5357,9.4896,53.4066,506.8048,217.0349
./self_assignement 1000000000 > /dev/null,7,30.5357,9.4917,53.4918,507.7269,217.8924
./self_assignement 1000000000 > /dev/null,8,30.5357,9.4965,53.3586,506.7170,216.7366
./self_assignement 1000000000 > /dev/null,9,30.5357,9.4917,52.8246,501.3974,211.5611
./self_assignement 1000000000 > /dev/null,10,30.5357,9.4877,53.4805,507.4084,217.6947
./self_assignement 1000000000 > /dev/null,11,30.5357,9.4903,52.8498,501.5612,211.7681
./self_assignement 1000000000 > /dev/null,12,30.5357,9.4920,53.5695,508.4810,218.6372
./self_assignement 1000000000 > /dev/null,13,30.5357,9.4866,52.7992,500.8854,211.2056
./self_assignement 1000000000 > /dev/null,14,30.5357,9.6000,54.1333,519.6780,226.5367
./self_assignement 1000000000 > /dev/null,15,30.5357,9.4900,53.0374,503.3242,213.5412
./self_assignement 1000000000 > /dev/null,16,30.5357,9.4833,54.1296,513.3258,223.7478
./self_assignement 1000000000 > /dev/null,17,30.5357,9.4868,52.9135,501.9782,212.2935
./self_assignement 1000000000 > /dev/null,18,30.5357,9.8340,53.4784,525.9071,225.6190
./self_assignement 1000000000 > /dev/null,19,30.5357,9.5032,53.6556,509.8994,219.7132
./self_assignement 1000000000 > /dev/null,20,30.5357,9.4873,52.3504,496.6624,206.9626
./self_assignement 1000000000 > /dev/null,21,30.5357,9.4979,53.8310,511.2840,221.2582
./self_assignement 1000000000 > /dev/null,22,30.5357,9.5641,52.9647,506.5617,214.5145
./self_assignement 1000000000 > /dev/null,23,30.5357,9.5683,54.1490,518.1147,225.9399
./self_assignement 1000000000 > /dev/null,24,30.5357,9.4951,52.9377,502.6508,212.7103
./self_assignement 1000000000 > /dev/null,25,30.5357,9.4861,53.8765,511.0781,221.4138
./self_assignement 1000000000 > /dev/null,26,30.5357,9.4920,52.9272,502.3865,212.5413
./self_assignement 1000000000 > /dev/null,27,30.5357,9.4896,55.3647,525.3909,235.6186
./self_assignement 1000000000 > /dev/null,28,30.5357,9.4922,52.8107,501.2889,211.4391
